text,label
@laceeybugg comeover here then bitch,red
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",yellow
It's pretty much been confirmed that I have the BEST bitch face on the planet.,red
@artiequitter fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.,red
RT @YoungMiddleEric: Y'all niggas ain't no killas y'all niggaz some hoes...,red
No no:)this is kallis home ground.amla home town is durban:),green
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,yellow
@la_di_daDEE try me pussy,red
Between this trend and the vines acting like women its like niggas couldn't wait to be faggots http://t.co/dKVnjmCarZ,red
Her pussy wet I call it Fiji water,red
"Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses.",green
"little stupid ass bitch, I ain't fuckin wit chuuu",red
"@_womanoverboard ""nigger""",red
@Selxnaa I'm redneck crazy,green
R u in this continent?,green
"Now I could say my name butttttt, ya bitch already knows it &#127926;",red
"@haylgroot ......bitch &#128530; yeah it was me.. Caught me red handed, sorry @jennholly",red
I will reach before ten morning,green
@YGJOHNSTON that white bitch is a G for choppin that whole line of niggas &#128514;&#128514;,red
"Just spoke w/ @HispanicLinkNS legend, mentor Charlie Ericksen. Great to catch up w/ those who helped open doors for Latino journos #thankful",green
"&#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221;
Uighur Jihadis: they're not just a PRC tool.",green
If her mom was/is a hoe then she's most likely a hoe too. Where do you think she learned it from?,red
RT @alex05241: Hannah is retarded don't listen to her.,red
these bitches need to be called out I'm sorry http://t.co/Rin49M54fK,red
No i dont own the pussy i just sample it!!,red
@sowhatsides I am funny bitch,red
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",green
RT @Yankees: Time to bounce in the Bronx. #LetsGoYankees #Walkoff http://t.co/W5ATfRsLKK,green
Marcus Smart belongs on the Celtics. Both trash. It was destiny.,green
#boom bitches,red
The type of bitches that I like think broke is disgusting,red
Gotchya bitch,red
@mzkimberz I called you hoe lol,red
Oh dang! I didn't mean o send that to you! Lol!,green
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),green
"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin",red
"RT @Fly_Boy_Smooth: Man y'all hoes gotta chill with this going natural bullshit, it's only a few who can actually pull it off but the rest &#8230;",red
"@OnlyHipHopFacts ""don't get head from hoes with overbites"" @ScHoolBoyQ",red
Great. Never been better. Each day gives even more reasons to thank God,green
Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,green
Lololol joey lattimes phone just called him retarded,red
Are poor little guinea pig died :(,green
"RT @TitansHomer: Me: Do you sell any larger sized condoms?

Her: Sir those are 13 gallon trash bags!

Me: *winks until security escorts me &#8230;",green
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,green
"When the bitch playes with your emotions, an won't let you date. That's the moment where i wanna kick her straight in the vagina.",red
Do you know where my lab goggles went,green
"Just passed my ex's neighborhood and came across the thought that, in the end, I was the side bitch.",red
"Yeah im livin right, these bitches dead wrong",red
"I know right. Get one guy out!! Man! @pjmclaugh: You had ONE JOB, Josh@Nobz13 Outman! #Yankees&#8221;",green
"@Todd__Kincannon A+ Would expect nothing less from your dominion. Oh by the way, SEC bitches!",red
My bitch gotta be as fly as me if not flyer,red
It's a lot of fat bitches at this party I'm we at right now my outfit way too much fire to be at a function like this,red
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,green
@ItsKeeshKapeesh *yourself *faggot buy a dictionary,red
"@NYRKelsMads 
I gots to be bein colored and all",green
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,yellow
RT @RBK_STEVIEJ: I love a bitch wit sum nice teeth n lips&#128524;,red
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,green
@lcxancilleri faggot,red
You know you married a hoe ass bitch when she let the nigga come over and let the nigga take ya porn DVDs.,red
Fuck that hoe.,red
RT @RomerioHall: &#8220;@1inkkofrosess: I'm in this bitch &#128563;&#128563;&#128563;&#128563; like a mf &#128514;&#128514;&#128514;&#128514;&#9996;&#65039;&#127811;&#128080;&#128168;&#8221;,red
Jokin only lar... :-) depends on which phone my father can get lor...,green
Nyomi Banxxx and Skin Diamond the last of the good ebony porn bitches.,red
choke that bitch,red
Thick bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,red
I'll get so much pussy. http://t.co/2plTXgQiqE,red
@dinneny is out of his goddamn bird trying to say YoBurger is better than 5 guys,red
"@M_RagingBabe I'm not trying to be critical but Jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves",green
Got to 18 on flappy bird...,green
S:-)kallis wont play in first two odi:-),green
@ZachIrving I called people kikes and a lot of fucks,red
Lebron is such a pussy.. always has to get picked up for cramps and shit,red
Skippin spanish class the rest of this week fuck dat bitch,red
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,green
"Sorry, I'll call later",green
My pussy popz Severely https://t.co/sOAH0Z1jUv,red
Gotta watch these hoes &#128064;,red
@Woahitsjulian whatchu doin today nig?,red
I pocked you up there before,green
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,green
RT @TweetLikeAGirI: wow so the dolphin asked her to marry him and she kisses the other guy right in front of her rude ass bitch http://t.co&#8230;,red
"Sorry, I'll call later",green
@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,red
"Nigga getcho bitch, treat her how she wanna be treated but I ain't triccin &#128175;",red
RT @Trackstar275: With your bitch ass...,red
If I fuck a nigga bitch ima just record it an keep fuckin her til she play dumb then ima have to show him,red
These hoes ain't loyallll,red
Fuck you bitches who send dudes to child support court just because you're petty,red
I'm the man around dis bitch baby,red
Lmaoooooo &#171;@PubesOnFleeK: That bitch stripping at a murder scene &#8220;@ItsDollyCouture: My view &#128525; http://t.co/oiJizl0naF,red
RT @SKINNY_NiggaDoe: RT @HoodrichKeem: Leave the bitching to the bitches !,red
Why she wants to talk to me,green
@beenlame @FuckTraVonn faggot,red
RT @JamesAndDaniel: You can only call the Janoskians faggots if you're a Janoskianator,red
When the baddest bitch in school walk by http://t.co/5REizTQ2lS,red
@apmorales96 gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle,red
How come she can get it? Should b quite diff to guess rite...,green
I named my dick the truth Cuz bitches can't handle it lmao,red
@JawShoeeAhhh bitch answer me lol,red
@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,red
Im mad james let me drink that shit... payback is a bitch,red
Long hair = pussy any time you want it,red
Shut up bitch. I'm trying to sleep &#128530;,red
Reaper drones pinpoint Jihadi John http://t.co/IBScZeLxXe via @MailOnline,green
you gotta understand that these bitches are childish,red
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,green
"RT @GODLOVESUGLYY_: You tell me I'm beautiful, like you tell every other bitch. Come on sir. #dobetter",red
Havent.,green
@_xpriceless_ correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major,red
@Stonisnipezz this is a joke right? You're on here like ugh I wish I was a jap and tweeting in gook and shit and jerkin to hentai.,red
I hate all these industry fags. I hope they all get the Nigerian Summer Flu,red
"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@betysweetcocker: That pussy is just....&#128561; imma assume she just had a baby like..the day before""",red
"Remember when I told yall bout my coworker not lookin out a couple weeks back?.. Karma's a hoe, got his ass.",red
I eat generic Oreos.. Baller with a budget bitch.,red
@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,red
Meeting u is my work. . . Tel me when shall i do my work tomorrow,green
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",green
RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes,red
RT @rhythmixx_: &#8220;@aliyahgrubb: Kanye West is a costume not a mock of a race.&#8221; girl I hate to do this but Kanye is a human not a costume but&#8230;,green
Both :) i shoot big loads so get ready!,green
&#8220;@jcash___: @FreeMolly_ @VoiceOfDStreetz &#128077;&#128514;&#128514;&#128514; bitch I was fukkin wicha but fuck you nigga square up&#8221; and I'm fucking with you &#128514;&#128514;&#128076;,red
"Ain't nothing funnier then watching somebody live a complete different life on the internet I be like ""who this hoe think she foolin""",red
RT @savannacurry_: yelling my feelings about self centered not to think for themselves bitches is gr8,red
RT @papichuIo: My soul mate probably some ho around the corner,red
@allsportsbruh how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play,green
Buddy drug the whole train lmao good ... extra ass hoes,red
@IdiotOlympics @ForTheMen fuck her right in the pussy,red
"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A",red
@Stvtch_ @IAMBJRAPS @cheffin_curry @GirlTimeUSA @LILBTHEBASEDGOD bitch you look like a shamu go back to seaword,red
@PrimoMars nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol,red
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,green
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",green
@tess_stepakoff @jetsnation6297 bitch please I'm a stud,red
So at work today I got called a cracker ass bitch. Lol,red
&#8220;@_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self&#8221; &#128514;&#128514;&#128514; Boy...,red
"RT @liddoprincess: Call it ""insecure"" if u want but fuck no my man doesn't need to be friendly or have bitches as ""friends"" these hoes ain'&#8230;",red
RT @LaVidaJeannette: I hate when a bitch says she dont care if her nigga broke and he got nothing going for himself.. acting like a fake Ri&#8230;,red
"RT @WORIDSTARHlPHOP: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape https://&#8230;",green
"Pop a nigguh, sound like crisco",red
"RT @walkinghashtag: ""@dumbcollegefun: Mean girls are just honest bitches. #Truth"" @JacklynAnnn",red
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",yellow
4th RT @MayaAngelouFRO: Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years.,red
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,green
RT @RackedUpShad: Bitch had me and my car all the way fucked up! &#128545;&#128548; had to cuss a bitch out via note! http://t.co/PKxB40JTTO,red
@LouieVRee @TehReelHov dat bitch a tampon,red
"@Barbod6FCB oh really and that's word where u be at then I wanna see what bout then, I don't wanna hear what u gonna do I want see it bitch",red
I actually just hate the bitches on here,red
"After I say some shit I just be like "" wow that was so uncalled for , you're really a bitch "" &#128514;&#128514; attitude on &#128175;",red
@WendyGAv says the pedophile promoting dolt. LMAO #teabagger,red
"SMH Maybe they don't wanna be actual whores. RT @LaLaGeminiLand: ""If you have wet pussy, you shouldn't have a dry purse""",red
"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&#128514;",red
RT @iAm_Sashaa: get with the winning team hoe &#128523;,red
RT @Mids_areForkids: If a nigga talkin shit about me an you around sittin there quiet yous a fuckin bitch an I don't fucks with you real wr&#8230;,red
I wish ppl would learn how tf to stay out my business I'm a grown ass man . I go where I please . Mind your damn business bitch,red
"&#8220;@Godbody_ream: I couldn't hit a woman with a penis and pussy, I don't care how sexy or rich she is&#8221;&#128563;",red
@xDSmooth 11k now shut up hoe,red
RT @Erikaj00: &#8220;@Treslyon: &#8220;@Erikaj00: I saw a girl scratch her private today.. What that mean?&#8221; Don't fuck her right in the pussy&#8221; lmaoooo,red
They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass,red
i hate hoes.,red
"Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause.",green
"@MissCleoBB @RachelEReilly @brendonvbb12 it sucks rachels sister is such a snobby bitch n rach is so nice!!!!!cant stand elissa, so snutty",red
I masturbated into the lingerie catalog out of spite. how dare she throw it in the trash before I get to look at it!,red
no youre a fucking retard thats gonna get fucking date raped at a frat tonight. have fun with those repressed memories,red
Broke bitches on my tl...,red
Hurry up nigga this the last key they dont kno where the fiberglass safe at to get in that bitch you need a glass key!,red
Floppy bird chalmers over here taking after his hero LeBron,green
RT @HG_Shit: Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau&#8230;,red
"RT @JaazieL_: Bitches will tell you, it's all about the angles &#128129; RT &#8220;@40oz_VAN: Watching my bitch take 25 selfies just to get that right 1.&#8221;",red
When people igg my text they get aired out in my head all types of bitches an dickheads &#128514;,red
RT @TheBossUnicorn_: I'm a crazy bitch.. fml,red
RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot,red
RT @it_itt: @docrocktex26 doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. @AfricanPrinces&#8230;,green
@slings_x_arrows Equality niggah,red
"RT @SportsCenter: Jadeveon Clowney tops @MelKiperESPN's latest mock Draft. ""He's a once every 15 to 20 year guy."" &#187; http://t.co/f9nzpbbvrP",green
@IIiirb bitch ass,red
@Huntermoore my pussy is aching for ur follow bae,red
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,green
"&#8220;@CodeineQueeeen: I'm tired of her corny vines, ugly faces, and stupid voices my nigga http://t.co/mstruehtDj&#8221;niggah she's sexy &#128561;",red
#Iraq gov troops were handed a severe defeat by #ISIS at Saqlawiya -- there's chatter of over 300 soldiers lost &amp; Jihadis raving about it,green
@fucktyler fuck you spear chucker,red
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",green
RT @DARKSKlNDRAKE: How yall hoes do instagram rates http://t.co/UUjeAXZByW,red
This is why @chrisbrown is a dumb ass hoe http://t.co/VeyjlYXHzt,red
There's like one of my ex's that's still kinda cute. Most them bitches got fat.,red
\\ fake bitches \\,red
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,green
Say it to me when I confront you pussy fuck,red
"Come on Tank, break dem hoes backs!",red
"Trust no player, fear no bitch.",red
Will you come online today night,green
RT @LILBTHEBASEDGOD: ultimate bitch mixtape is done!!! words from Lil B!! - Lil B,red
Are you this much buzy,green
@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense,green
I am in hospital da. . I will return home in evening,green
See the jumbotron? That&#8217;s where the jig is,green
"RT @boujjhetto: When an irrelevant bitch dislikes u for no reason &#128133;
 http://t.co/sM1rsmOLEZ",red
"@fallenloki @NotoriousBM95 @Buckm00se lmfaooo how many ""returns"" has this faggot gotten?",red
"I'm going to sell my iPhone and both my Macs, I don't support faggots.",red
@CapoDaAssHole I fuck with Takeoff nigga get on the bitch and just snap,red
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",green
faggot time HE CIRCLED THE BLOCK FOR 3 HOURS,red
Fuck that hoe!,red
RT @thoughtkendalI: dumb bitch ruined a perfectly good sweater http://t.co/lk8W8jjglI,red
RT @iCuffHoodrats: My next bitch gotta take me out just because....,red
Ya bitch basic if she trippin off your social networks profiles.,red
"RT @Rubberbandits: Yanks have a cocktail called an ""Irish car bomb"", but if you stuck two flakes in an ice cream cone and called it a 9/11 &#8230;",green
RT @tiaramescudi: I hate when bitter bitches try to take away someone's happiness.,red
Looking back I liked colored better. Let's go back to that,green
Had to get that hoe shit off my TL,red
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,green
@lord_jonesss none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k &#128056;&#9749;&#65039;,red
Ain't even fuckin wit shady bitches,red
Some bitches are relentless. You can curve her a hundred times and she still wants the dick,red
"a bitch can have two black eyes, bloody lip, scalp bleeding, bruises, and a broken arm and still be like ""but i love him!"" lmao",red
"@gezus__ You bitch. Come on you bitch. You scared coward, you not man enough to fuck with me. You can't last two minutes in my world bitch.",red
RT @OGBitchh: god damn thats one manly bitch.,red
"It's not often you see the words ""disingenuous,"" ""egregious,"" and ""cunt filth"" all in one sentence and properly used. #points",red
"I want to show you the world, princess :) how about europe?",green
Not really sure how to describe what's happening here #eurotrash @mguiducci @nickbrown85 @ VIP Room http://t.co/WTS6nM3egc,green
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,green
"RT @Mari_813: ""Bae"" means ""before anything else"" I always thought it was a ghetto word for ""babe""",green
Gud mrng dear hav a nice day,green
Me &amp; Elizabeth are down bitches.,red
Fukn wit my nicca Luey boi .. Smoking gas .. Jus kickn shit .. #WhereYallAtWitIt,red
White people always gave yellow ass teeth,red
Some bitch niggas in drumlin just sprayed me with water and ran away #fucking #pussies,red
Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife,green
Lesson: #NFL is 4 heterosexuals. Wat else do we need besides Michael Sam for us fags to get a clue. Breeders have their thing we have ours,red
This game pissing me off including that bitch,red
&#8220;@UCCrushes: Trenton Gossman is the sexiest hillbilly I have ever seen&#8221; &#128129;&#128514;&#128514;&#128514;,red
"So weird how the word ""cunt"" is offensive in other countries, yet in this country it's a reference to somebody.. Like ""who's this cunt?""",red
"RT @ClicquotSuave: 20 bitches in the lobby, its plenty bitches in the lobby",red
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,green
RT @TroyMadden: I guess it's cool to just walk around with ya titties out in a see-thru top? Shit.. if these hoes ain't trippin' how can I,red
This nigga over here telling me he dont fuck with this bitch . When he do &#128553;&#128514;&#128514;. Or maybe she lying lol,red
"I hate when ppl come to my house and make a mess in the bathroom, like bitch do I come to your house and play in the sink? noooo",red
All my niggaz better have at least 3 ugly bitches number in their phone this summer.,red
When niggas say they like Latinas they don't mean you fat bitches that smell like fajitas,red
RT @PlMPCESS: im so fucking done with @sprint i fucking hate you guys and your insurance policy is trash and omg square the fuck up,red
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,yellow
I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,green
RT @GhettoViine: Dumb bitch https://t.co/JdSvCGQFQn,red
"RT @ShaneDennis37: In the ""Nothing Lasts Forever"" category, I can barely recognize any Yankees tonight.",green
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",yellow
@wright_ontarget &#128514; you look like a bitch nigga to me,red
@Paulyy2 nah some honkey lookin dude at chr,green
Lmaoooooooo RT @80sbaby4life: You woke up a faggot didnt you RT @Maxin_Betha: My nigga ain't get carded since I was a sophomore b,red
"RT @pekholt: Raven Symone's hair be like, ""I'm not colored, I'm American."" http://t.co/mkx0d4bh2Q",green
"Ugly bitches listen, yall can not be havin a stank attitude. yall dont have nothing working for you but your personally so dont fuck it up.",red
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,green
Drunkkkk HotBoxing these kushy blunts straight bumpin #AOB this hoe on some other shit bro i got mind fucked like when black zetzu betrayed,red
"RT @StevStiffler: Element number 35 is Bromine and it comes before number 67 Ho (Holmium). Therefore, its Bros before hoes.",red
Jose Soto: Reflections of a former gay teabagger http://t.co/XtMMuzyK,green
"&#8220;@MattieTrump97: Eat a lot of protein
Eat a lot of pussy
#MattieTrumpsTipsForABetterLife&#8221;

Eat the whole ass",red
"Even these pretty bitches mad self conscious, if that Instagram pic don't get enuff love it gets #takendown",red
Tf bitches get a couple RT and be fstow,red
Im just wondering what your doing right now?,green
They say I wouldn't make it now them same bitches is calling my cellular,red
' August Alsina Deserved that &#1043323;&#1043323;&#1043358; My niggah .,red
Niggaz retweet bitch ass niggaz but won't retweet a real nigga,red
""" bitch plz whatever """,red
Tell them no need to investigate about me anywhere.,green
Try to take Othot drugs bitch I'm 30'd up,red
RT @z0mbiedance: Gabby's a bitch &amp; made Jackie make the tea packet first.,red
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",green
Bitch shutcho got damn mouf hoe RT @HURRICANESENSEI: Mallett ain't gon help yo funky ass texans,red
"RT @DreadJackson: broke hoes 3 words, OUT MY FACE",red
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,green
RT @FillWerrell: That son of a bitch moment when you're walking around the house with socks on and step on a random wet spot...,red
@aaymee29 no that's fucking retarded are you drinking tonight or not?,red
Waiting for your call.,green
ok. I am a gentleman and will treat you with dignity and respect.,green
RT @EnxadasFelipe: No bitch I wanna roll a fucking blunt,red
"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY",red
Dudes a faggot Pahahaha,red
I'm the bitch that a come out n sweats n still have Ya nigga checking for me&#128526;,red
she thru me dat pussy but I never caught it... u asking me why yo.. it got to much mileage,red
Flaw bitches. Flaw bitches everywhere.,red
"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",red
@tcthegreat1 it's yo fault taking a nig out everyday,red
At home watching tv lor.,green
18 year old pussy tastes like hope.,red
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,green
"Nah can't help you there, I've never had an iphone",green
RT @jakesiwy: @Ryan_Murphy3 http://t.co/i1rnKjMKeU fag,red
@TRUESMOKERYFB im coolin you know me same ole shit different day my nig,red
Mom said I couldn't have chocolate milk past nine so I punched that bitch in the pussy #satan &#128526;,red
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,green
@CapoDaAssHole naw where can I see that hoe at,red
What time you coming down later? ,green
RT @4200Savage: Since a yungin bitch I been nat nigga,red
@AsapTwelvyy bruh bruh that bitch ain't loyal !,red
"This target is ghetto, but whatever",green
Lil bitch,red
Fuck u 2 bitch call the cops,red
@assholee813 such a hoe,red
&#8220;@ShesSoBlessed_: Oreos And Milk &#128523;&#8221;,green
"Bitches be like ""Keep Calm I'm Single""........... first of all bitch, nobody was hype",red
"RT @dopealbanian: I do know one thing tho, bitches they come &amp; go.",red
"RT @RappersSaid: When Kanye said ""I don't need your pussy, bitch. I'm on my own dick."" http://t.co/6eeLUmjbme",red
@tayscalf must have run out of brownies,green
Ard 6 like dat lor.,green
"Lol you forgot it eh ? Yes, I'll bring it in babe",green
Carlos says he'll be at mu in  &lt;#&gt;  minutes,green
RT @jesscorsonCLE: Does anyone know of a good pet sitter in #CLE/Northeast Ohio? Specifically cats &amp; birds. Thanks! #CLEpets #neo #clevelan&#8230;,green
Jonica look like a hoe from 55th and superior &#128514;&#128514;,red
@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones naw he should drop that bitch off in south Dallas with the rest of the homeless dogs,red
hoes need to stay in hoes place fr,red
Mm umma ask vava also to come tell him can play later together,green
If them niggas pussy we douche em we clean em out,red
I dont kiss none of these hoes &#128567;&#128586;&#128069;&#128581;,red
Omfg. The crazy bitch is here&#128557;&#128584;,red
"RT @Shakestweetz: Friends of @philbarron: @javachik has let me know that Phil is very ill. His infection has gone septic, and he is fightin&#8230;",green
@brotherbill7 thirsty hoes &#128129;,red
Photo: No filtering bitches. &#128128;&#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas #rupaulsdragrace #barb #minaj... http://t.co/a9K3hJJGg9,red
@seannn181 youre a fag,red
Did he just say somebody is named tampa,green
"RT @Tyler_Weddle_23: &#8220;@Sexualgif: ""I hate that hoe already"" &#128514;&#128128; http://t.co/JzBcCsn75h&#8221; &#128514;&#128514;&#128514; this shit cracks me up!",red
RT @LouieVRee: If that nigga Santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes,red
Over bitches trying to act like I own them a picture,red
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,yellow
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",green
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,green
@syd_renae okay cool then I'm not the only one &#128520; mine is black and fuzzy and it has PINK on the back in all sparkles &#128081; hallelujah,green
I hate you niccas! Lol http://t.co/NqSYeQhGOZ,red
&#8220;@popitfor_tyrick: Bitch said I lie too much bitch you ain't worth telling the truth too&#8221;&#8252;&#65039;&#8252;&#65039;&#8252;&#65039;,red
@ClutchAction c'mon pussy,red
Nigga ill take ya main hoe make her call her home girl and make em share the same dick,red
@nsanemujer @surfboard101 fuck you both bitches.,red
I just touched down on that pussy,red
&#8220;@GianneNichole: Lakers really trash.&#8221;&#128686;,green
"Alright we're hooked up, where you guys at",green
Lauren &amp; I ate candy we found on the floor during class we are trash,green
@chase_wickett @LangKeaton bitch im waitin on my chicken nuggets,red
"RT @MindCertified: If you're a hoe, don't expect princess treatment...",red
there ain't one UNpregnant bitch in the world anymore Smh,red
I'm wif him now buying tix lar...,green
"niggah 
hurry up",red
Makeup save you hoes,red
"@kvngkendric_ fight . Expose hoes , do some super gay shit , anything negative , since that's how society works.",red
RT @BelowThaaBelt_: Snip snip hoe,red
Nigga you is a fool &#128553; &#8220;@BOSSMANRAN: I feel like eatin nd beatin a pussy up &#128553;&#8221;,red
"RT @Foamposites: Random hoe: So I heard..

Me: http://t.co/YXpESFMG8f",red
Sapete che? Vi odio..... ho finito..,green
RT @DannyDeVito: Wisconsin IASIP nice work bitches!,red
@ehasselbeck @bi_politics teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!,red
"always okay to bring your ho to the barbershop though, they usually cool af",red
RT @HeyZeus666: I think most men cheat because they're addicted to that new pussy smell.,red
Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over 15 yrs #clubinsomnia #vacay,green
"RT @tyleroakley: Merry Christmas, everyone! Unless you're a fucking bitch then literally just go.",red
RT @digiflorals: I don't get why people bitch about an unfollow when you never talked to them,red
I aint mad at you bitches thats what hoes do,red
"Found it, ENC  &lt;#&gt; , where you at?",green
@finnj97 bitches,red
RT @jakesiwy: @bhasfurter pussy,red
"RT @allisonnamaya_: @Whitecholo23 omg Nathaniel. No ""come here mr pussy"" ""Mr pussy where are you"" lol",red
"Let niggas hate, bitches loving it.",red
Niggas be bitches hoes be bitches ion see no difference,red
